track_uri,term,index,as_of_date
spotify:track:7us3VPvRjtjuMEexfyRsMC,short_term,17,2024-01-25
spotify:track:7uyeEbG6hyApgXuEypGcsZ,short_term,18,2024-01-25
spotify:track:03MTY1omA35sy8rWJEtGcq,short_term,19,2024-01-25
spotify:track:1pvBm1ydKLXorYDdlIAeuj,short_term,20,2024-01-25
spotify:track:1y8tPIOh9kR3eQE6TeBCwe,short_term,21,2024-01-25
spotify:track:2cZtazNq0IRRFymK7UaRa0,short_term,22,2024-01-25
spotify:track:3VBj0lzjmhTzVFPEDOjNCG,short_term,23,2024-01-25
spotify:track:5nTemr4PG8L9jQoqxsZu6w,short_term,24,2024-01-25
spotify:track:6qimUEOwCJJrFFKkfi1cCt,short_term,25,2024-01-25
spotify:track:0jUDrSASok8h2xUIWe4KOG,short_term,26,2024-01-25
spotify:track:5TIwTvdD7OpJBt0tqIWLH3,short_term,27,2024-01-25
spotify:track:74X2u8JMVooG2QbjRxXwR8,short_term,28,2024-01-25
spotify:track:0g6LJdn1CGodzl5zDB2IHi,short_term,29,2024-01-25
spotify:track:1q97NRLZfQlXYvZJAQ7tln,short_term,30,2024-01-25
spotify:track:1qosh64U6CR5ki1g1Rf2dZ,short_term,31,2024-01-25
spotify:track:253vMOP9LPVdYNgOqwAhAi,short_term,32,2024-01-25
spotify:track:2KslE17cAJNHTsI2MI0jb2,short_term,33,2024-01-25
spotify:track:2UIXAxLWIPM6ALPGCeeXfH,short_term,34,2024-01-25
spotify:track:33tYdpRKfx5HJR06Vu4P9Y,short_term,35,2024-01-25
spotify:track:38zsOOcu31XbbYj9BIPUF1,short_term,36,2024-01-25
spotify:track:3Wrjm47oTz2sjIgck11l5e,short_term,37,2024-01-25
spotify:track:3cGp1jXxLReLKz7QgVbWZR,short_term,38,2024-01-25
spotify:track:3i7Z0CI7QIwnU4MVL0XJB9,short_term,39,2024-01-25
spotify:track:4j3M8NrbGSXdMPwEVsnfHE,short_term,40,2024-01-25
spotify:track:5Q1tv4GTxP3IJeGMOKdrFO,short_term,41,2024-01-25
spotify:track:5VRjJvpk6xL9cxkkWhfWkY,short_term,42,2024-01-25
spotify:track:5c1EubDxHdulbausF5CpX5,short_term,43,2024-01-25
spotify:track:618OKP1lBkNJL8uZdNSvQE,short_term,44,2024-01-25
spotify:track:6duXg0ED4OmOKWmZHWV8eG,short_term,45,2024-01-25
spotify:track:6gcuJpHu0Ey30D5WR76y98,short_term,46,2024-01-25
spotify:track:6wBpO4Xc4YgShnENGSFA1M,short_term,47,2024-01-25
spotify:track:7wDVvxMUdW5MtJUqFtuXUz,short_term,48,2024-01-25
spotify:track:4jMwQaDiDICry8Ia1gFnAn,short_term,49,2024-01-25
spotify:track:2gyCwrOcC6JBoaJ8JGJ7T8,short_term,50,2024-01-25
spotify:track:24nK8tW7Pt3Inh2utttuoG,long_term,1,2024-01-22
spotify:track:3dbLT62Cvs46Ju7a8gpr36,long_term,2,2024-01-22
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,long_term,3,2024-01-22
spotify:track:0ZeGfEAL5Rl4pd5LZBGuEK,long_term,4,2024-01-22
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,long_term,5,2024-01-22
spotify:track:6hvczQ05jc1yGlp9zhb95V,long_term,6,2024-01-22
spotify:track:1exnDFdC34GyBcaLt9ZJfX,long_term,7,2024-01-22
spotify:track:7qq0EOPW4RRlqdvMBmdd73,long_term,8,2024-01-22
spotify:track:5QGooKayQPVZMUDc8Qt3Dm,long_term,9,2024-01-22
spotify:track:1VjIS4qoyD6JS2rNZQgE00,long_term,10,2024-01-22
spotify:track:4as4XEOR03oGm1STUKl6pa,long_term,11,2024-01-22
spotify:track:1XnpzbOGptRwfJhZgLbmSr,long_term,12,2024-01-22
spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,long_term,13,2024-01-22
spotify:track:4BSluGpjdLQihMmKgHXMxp,long_term,14,2024-01-22
spotify:track:56Yxkm62GtEpnPyG7TvwLY,long_term,15,2024-01-22
spotify:track:4SFknyjLcyTLJFPKD2m96o,long_term,16,2024-01-22
spotify:track:2ezKXygNO30pXyDQXkm6oD,long_term,17,2024-01-22
spotify:track:6mavVLsxaa4YcPje9qZKcf,long_term,18,2024-01-22
spotify:track:37ZtpRBkHcaq6hHy0X98zn,long_term,19,2024-01-22
spotify:track:5xrtzzzikpG3BLbo4q1Yul,long_term,20,2024-01-22
spotify:track:6rcn967QN5JtkPOBDwYIuT,long_term,21,2024-01-22
spotify:track:7CZRguMolNqIobnXxpV735,long_term,22,2024-01-22
spotify:track:16BS342F89MDqouSxgLaUK,long_term,23,2024-01-22
spotify:track:64iDjAuWDogVhuoWhKklF9,long_term,24,2024-01-22
spotify:track:1t2qYCAjUAoGfeFeoBlK51,long_term,25,2024-01-22
spotify:track:46wDG6evLn2iPoQ0F8CUWk,long_term,26,2024-01-22
spotify:track:5vCuawHQ8Poch1odz9JDpB,long_term,27,2024-01-22
spotify:track:1TUkEXQrskATO9SoB4QMUN,long_term,28,2024-01-22
spotify:track:396FqjKmViUZ92Wmm4rx3i,long_term,29,2024-01-22
spotify:track:3OC2C8IpFhbUJTeMe55QYn,long_term,30,2024-01-22
spotify:track:2DmRXiyn03tOqKgEJXlaiJ,long_term,31,2024-01-22
spotify:track:1OBb2wZMXKNmtdyyejLIyL,long_term,32,2024-01-22
spotify:track:6u0pZe0Uv7GBR0iKptfWRf,long_term,33,2024-01-22
spotify:track:0yB4jrSwN0bFtFRDR5vyMj,long_term,34,2024-01-22
spotify:track:0nwTMzpatarzvLvtwwzdCt,long_term,35,2024-01-22
spotify:track:3cGp1jXxLReLKz7QgVbWZR,long_term,36,2024-01-22
spotify:track:26EM9sZnQkLLQxixGd88KE,long_term,37,2024-01-22
spotify:track:6ZQmJVUuXk1Q27d8vkmgm8,long_term,38,2024-01-22
spotify:track:0U9jNoTJeTxXToakhsb7pV,long_term,39,2024-01-22
spotify:track:5Z4aqpT39KpY8gbHoJWdou,long_term,40,2024-01-22
spotify:track:2iW0q5jJJT5HKlIs25AAgv,long_term,41,2024-01-22
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,long_term,42,2024-01-22
spotify:track:3JBnDOUd18QKjDqSYuOfpm,long_term,43,2024-01-22
spotify:track:0lYtIvI7bO51PZSeK22Mbz,long_term,44,2024-01-22
spotify:track:4xjVP2Vogo0C72o6Nevq0W,long_term,45,2024-01-22
spotify:track:2hJS7BdEaH9Jo8MeJujsHT,long_term,46,2024-01-22
spotify:track:405SQUJdQut02dxtuQ0CZ3,long_term,47,2024-01-22
spotify:track:3QdjLOemIcMZovVOnvJP7P,long_term,48,2024-01-22
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,long_term,49,2024-01-22
spotify:track:308Ir17KlNdlrbVLHWhlLe,long_term,50,2024-01-22
spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,medium_term,1,2024-01-22
spotify:track:6zZWoHlF2zNSLUNLvx4GUl,medium_term,2,2024-01-22
spotify:track:3EI3OLBeM89B0o0UsIGCOx,medium_term,3,2024-01-22
spotify:track:4Cyf87ul1le0xTWRFBoYd7,medium_term,4,2024-01-22
spotify:track:3q5qpprtugUIEPExuI7tRD,medium_term,5,2024-01-22
spotify:track:3syxwxJqX5jpgjNYmvzdW6,medium_term,6,2024-01-22
spotify:track:4P5ozkI1bxiGxA5rZ27jlO,medium_term,7,2024-01-22
spotify:track:1qNk7XPTbyuO4bsDl0T6nN,medium_term,8,2024-01-22
spotify:track:2YmfV4lAjrAQvuggKCUX6m,medium_term,9,2024-01-22
spotify:track:1mdtLny0zugh89vokWGG80,medium_term,10,2024-01-22
spotify:track:0Eglu3fErlG196PtTwCUPM,medium_term,11,2024-01-22
spotify:track:14nturKxV48wR3lbknehiu,medium_term,12,2024-01-22
spotify:track:3i7Z0CI7QIwnU4MVL0XJB9,medium_term,13,2024-01-22
spotify:track:68gQG2HpRMxIRom4pCugMq,medium_term,14,2024-01-22
spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,medium_term,15,2024-01-22
spotify:track:0ijCESscFXtRc0dtDgu1Uv,medium_term,16,2024-01-22
spotify:track:4zIPZxvYp32y6ifjm1E30O,medium_term,17,2024-01-22
spotify:track:1abAIeSQCbdPcxWgiwDOmL,medium_term,18,2024-01-22
spotify:track:396FqjKmViUZ92Wmm4rx3i,medium_term,19,2024-01-22
spotify:track:0jUDrSASok8h2xUIWe4KOG,medium_term,20,2024-01-22
spotify:track:1o844wI52S3TjXGBwvGcc7,medium_term,21,2024-01-22
spotify:track:6c1QaQHdDhtFMfUkhueuXK,medium_term,22,2024-01-22
spotify:track:3dbLT62Cvs46Ju7a8gpr36,medium_term,23,2024-01-22
spotify:track:3F2BLyGt6zYLrHYpbdTw5L,medium_term,24,2024-01-22
spotify:track:58ItBuVuKc03DvqSeZFnH1,medium_term,25,2024-01-22
spotify:track:6P3CtlzTKLxcNYGOS3es8m,medium_term,26,2024-01-22
spotify:track:2uJEnyojuGg31VVlLTQFpp,medium_term,27,2024-01-22
spotify:track:3QSjVPObHxuAJc3E5nrjRn,medium_term,28,2024-01-22
spotify:track:4Pp6Ql9wV7A6VqHrmjMFv4,medium_term,29,2024-01-22
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,medium_term,30,2024-01-22
spotify:track:4loUHO28CuvSbEiZXId1BD,medium_term,31,2024-01-22
spotify:track:5fpyAakgFOm4YTXkgfPzvV,medium_term,32,2024-01-22
spotify:track:2gyCwrOcC6JBoaJ8JGJ7T8,medium_term,33,2024-01-22
spotify:track:5BCPIye83pj24VjCzQuL5F,medium_term,34,2024-01-22
spotify:track:3uI6jqO0fFBoFryc8SJOXw,medium_term,35,2024-01-22
spotify:track:4xjVP2Vogo0C72o6Nevq0W,medium_term,36,2024-01-22
spotify:track:51vRumtqbkNW9wrKfESwfu,medium_term,37,2024-01-22
spotify:track:6koMMQlsRWBwHZXdtWxgUk,medium_term,38,2024-01-22
spotify:track:3OQWohbPUsvbXaH1AiRazX,medium_term,39,2024-01-22
spotify:track:6A1dCPrUYhg56ukp4zlEUw,medium_term,40,2024-01-22
spotify:track:1IgRQvTqj7BKjNWRzjFEE0,medium_term,41,2024-01-22
spotify:track:0jd4aa9XgV5eom0ez0WBrD,medium_term,42,2024-01-22
spotify:track:4g6ZT8vgKNq4iyEbezr3yI,medium_term,43,2024-01-22
spotify:track:5nTemr4PG8L9jQoqxsZu6w,medium_term,44,2024-01-22
spotify:track:14jjsKr5HwNhZ18MJR5hYn,medium_term,45,2024-01-22
spotify:track:0jFHMDRXxKaREor3hBEEST,medium_term,46,2024-01-22
spotify:track:6GG73Jik4jUlQCkKg9JuGO,medium_term,47,2024-01-22
spotify:track:7uyeEbG6hyApgXuEypGcsZ,medium_term,48,2024-01-22
spotify:track:1HnJhU3MhAnRQzdkFm6xQr,medium_term,49,2024-01-22
spotify:track:1MsWVb6YW3AknP1EAZaKOQ,medium_term,50,2024-01-22
spotify:track:3uI6jqO0fFBoFryc8SJOXw,short_term,1,2024-01-22
spotify:track:1mdtLny0zugh89vokWGG80,short_term,2,2024-01-22
spotify:track:45lXSvtDt6uKiGZIXB4LLF,short_term,3,2024-01-22
spotify:track:6zZWoHlF2zNSLUNLvx4GUl,short_term,4,2024-01-22
spotify:track:1ry2mTVmAJHbNLzl5qww5v,short_term,5,2024-01-22
spotify:track:73SpzrcaHk0RQPFP73vqVR,short_term,6,2024-01-22
spotify:track:70efTlnBNM8BvfhfPiqOBN,short_term,7,2024-01-22
spotify:track:0vVjP9MvzcaGdy2gKgbGcb,short_term,8,2024-01-22
spotify:track:2HQALWSN6IF4BYrSADMJ0w,short_term,9,2024-01-22
spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,short_term,10,2024-01-22
spotify:track:0pHylQR53epYtRcVIhUSCh,short_term,11,2024-01-22
spotify:track:2YmfV4lAjrAQvuggKCUX6m,short_term,12,2024-01-22
spotify:track:4P5ozkI1bxiGxA5rZ27jlO,short_term,13,2024-01-22
spotify:track:7uyeEbG6hyApgXuEypGcsZ,short_term,14,2024-01-22
spotify:track:4Pp6Ql9wV7A6VqHrmjMFv4,short_term,15,2024-01-22
spotify:track:4loUHO28CuvSbEiZXId1BD,short_term,16,2024-01-22
spotify:track:7us3VPvRjtjuMEexfyRsMC,short_term,17,2024-01-22
spotify:track:03MTY1omA35sy8rWJEtGcq,short_term,18,2024-01-22
spotify:track:1pvBm1ydKLXorYDdlIAeuj,short_term,19,2024-01-22
spotify:track:1y8tPIOh9kR3eQE6TeBCwe,short_term,20,2024-01-22
spotify:track:2cZtazNq0IRRFymK7UaRa0,short_term,21,2024-01-22
spotify:track:3VBj0lzjmhTzVFPEDOjNCG,short_term,22,2024-01-22
spotify:track:5nTemr4PG8L9jQoqxsZu6w,short_term,23,2024-01-22
spotify:track:0jUDrSASok8h2xUIWe4KOG,short_term,24,2024-01-22
spotify:track:6qimUEOwCJJrFFKkfi1cCt,short_term,25,2024-01-22
spotify:track:74X2u8JMVooG2QbjRxXwR8,short_term,26,2024-01-22
spotify:track:5TIwTvdD7OpJBt0tqIWLH3,short_term,27,2024-01-22
spotify:track:0g6LJdn1CGodzl5zDB2IHi,short_term,28,2024-01-22
spotify:track:1q97NRLZfQlXYvZJAQ7tln,short_term,29,2024-01-22
spotify:track:1qosh64U6CR5ki1g1Rf2dZ,short_term,30,2024-01-22
spotify:track:253vMOP9LPVdYNgOqwAhAi,short_term,31,2024-01-22
spotify:track:2KslE17cAJNHTsI2MI0jb2,short_term,32,2024-01-22
spotify:track:2UIXAxLWIPM6ALPGCeeXfH,short_term,33,2024-01-22
spotify:track:33tYdpRKfx5HJR06Vu4P9Y,short_term,34,2024-01-22
spotify:track:3Wrjm47oTz2sjIgck11l5e,short_term,35,2024-01-22
spotify:track:3cGp1jXxLReLKz7QgVbWZR,short_term,36,2024-01-22
spotify:track:3i7Z0CI7QIwnU4MVL0XJB9,short_term,37,2024-01-22
spotify:track:4j3M8NrbGSXdMPwEVsnfHE,short_term,38,2024-01-22
spotify:track:5VRjJvpk6xL9cxkkWhfWkY,short_term,39,2024-01-22
spotify:track:5c1EubDxHdulbausF5CpX5,short_term,40,2024-01-22
spotify:track:618OKP1lBkNJL8uZdNSvQE,short_term,41,2024-01-22
spotify:track:6duXg0ED4OmOKWmZHWV8eG,short_term,42,2024-01-22
spotify:track:6gcuJpHu0Ey30D5WR76y98,short_term,43,2024-01-22
spotify:track:6wBpO4Xc4YgShnENGSFA1M,short_term,44,2024-01-22
spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,short_term,45,2024-01-22
spotify:track:2gyCwrOcC6JBoaJ8JGJ7T8,short_term,46,2024-01-22
spotify:track:4jMwQaDiDICry8Ia1gFnAn,short_term,47,2024-01-22
spotify:track:4zIPZxvYp32y6ifjm1E30O,short_term,48,2024-01-22
spotify:track:3F2BLyGt6zYLrHYpbdTw5L,short_term,49,2024-01-22
spotify:track:4e94KIas5maH8RixY26LiN,short_term,50,2024-01-22
spotify:track:24nK8tW7Pt3Inh2utttuoG,long_term,1,2024-01-19
spotify:track:3dbLT62Cvs46Ju7a8gpr36,long_term,2,2024-01-19
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,long_term,3,2024-01-19
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,long_term,4,2024-01-19
spotify:track:6hvczQ05jc1yGlp9zhb95V,long_term,5,2024-01-19
spotify:track:0ZeGfEAL5Rl4pd5LZBGuEK,long_term,6,2024-01-19
spotify:track:1XnpzbOGptRwfJhZgLbmSr,long_term,7,2024-01-19
spotify:track:1exnDFdC34GyBcaLt9ZJfX,long_term,8,2024-01-19
spotify:track:7qq0EOPW4RRlqdvMBmdd73,long_term,9,2024-01-19
spotify:track:5QGooKayQPVZMUDc8Qt3Dm,long_term,10,2024-01-19
spotify:track:1VjIS4qoyD6JS2rNZQgE00,long_term,11,2024-01-19
spotify:track:4as4XEOR03oGm1STUKl6pa,long_term,12,2024-01-19
spotify:track:5HiSc2ZCGn8L3cH3qSwzBT,long_term,13,2024-01-19
spotify:track:4BSluGpjdLQihMmKgHXMxp,long_term,14,2024-01-19
spotify:track:56Yxkm62GtEpnPyG7TvwLY,long_term,15,2024-01-19
spotify:track:4SFknyjLcyTLJFPKD2m96o,long_term,16,2024-01-19
spotify:track:2ezKXygNO30pXyDQXkm6oD,long_term,17,2024-01-19
spotify:track:6mavVLsxaa4YcPje9qZKcf,long_term,18,2024-01-19
spotify:track:37ZtpRBkHcaq6hHy0X98zn,long_term,19,2024-01-19
spotify:track:5xrtzzzikpG3BLbo4q1Yul,long_term,20,2024-01-19
spotify:track:6rcn967QN5JtkPOBDwYIuT,long_term,21,2024-01-19
spotify:track:7CZRguMolNqIobnXxpV735,long_term,22,2024-01-19
spotify:track:16BS342F89MDqouSxgLaUK,long_term,23,2024-01-19
spotify:track:64iDjAuWDogVhuoWhKklF9,long_term,24,2024-01-19
spotify:track:1t2qYCAjUAoGfeFeoBlK51,long_term,25,2024-01-19
spotify:track:46wDG6evLn2iPoQ0F8CUWk,long_term,26,2024-01-19
spotify:track:5vCuawHQ8Poch1odz9JDpB,long_term,27,2024-01-19
spotify:track:1TUkEXQrskATO9SoB4QMUN,long_term,28,2024-01-19
spotify:track:396FqjKmViUZ92Wmm4rx3i,long_term,29,2024-01-19
spotify:track:3OC2C8IpFhbUJTeMe55QYn,long_term,30,2024-01-19
spotify:track:2DmRXiyn03tOqKgEJXlaiJ,long_term,31,2024-01-19
spotify:track:1OBb2wZMXKNmtdyyejLIyL,long_term,32,2024-01-19
spotify:track:6u0pZe0Uv7GBR0iKptfWRf,long_term,33,2024-01-19
spotify:track:0yB4jrSwN0bFtFRDR5vyMj,long_term,34,2024-01-19
spotify:track:26EM9sZnQkLLQxixGd88KE,long_term,35,2024-01-19
spotify:track:6ZQmJVUuXk1Q27d8vkmgm8,long_term,36,2024-01-19
spotify:track:0U9jNoTJeTxXToakhsb7pV,long_term,37,2024-01-19
spotify:track:5Z4aqpT39KpY8gbHoJWdou,long_term,38,2024-01-19
spotify:track:2iW0q5jJJT5HKlIs25AAgv,long_term,39,2024-01-19
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,long_term,40,2024-01-19
spotify:track:0nwTMzpatarzvLvtwwzdCt,long_term,41,2024-01-19
spotify:track:3JBnDOUd18QKjDqSYuOfpm,long_term,42,2024-01-19
spotify:track:0lYtIvI7bO51PZSeK22Mbz,long_term,43,2024-01-19
spotify:track:4xjVP2Vogo0C72o6Nevq0W,long_term,44,2024-01-19
spotify:track:2hJS7BdEaH9Jo8MeJujsHT,long_term,45,2024-01-19
spotify:track:405SQUJdQut02dxtuQ0CZ3,long_term,46,2024-01-19
spotify:track:3QdjLOemIcMZovVOnvJP7P,long_term,47,2024-01-19
spotify:track:3cGp1jXxLReLKz7QgVbWZR,long_term,48,2024-01-19
spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,long_term,49,2024-01-19
spotify:track:308Ir17KlNdlrbVLHWhlLe,long_term,50,2024-01-19
spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,medium_term,1,2024-01-19
spotify:track:6zZWoHlF2zNSLUNLvx4GUl,medium_term,2,2024-01-19
spotify:track:3EI3OLBeM89B0o0UsIGCOx,medium_term,3,2024-01-19
spotify:track:3q5qpprtugUIEPExuI7tRD,medium_term,4,2024-01-19
spotify:track:4Cyf87ul1le0xTWRFBoYd7,medium_term,5,2024-01-19
spotify:track:3syxwxJqX5jpgjNYmvzdW6,medium_term,6,2024-01-19
spotify:track:1qNk7XPTbyuO4bsDl0T6nN,medium_term,7,2024-01-19
spotify:track:4P5ozkI1bxiGxA5rZ27jlO,medium_term,8,2024-01-19
spotify:track:2YmfV4lAjrAQvuggKCUX6m,medium_term,9,2024-01-19
spotify:track:1mdtLny0zugh89vokWGG80,medium_term,10,2024-01-19
spotify:track:0Eglu3fErlG196PtTwCUPM,medium_term,11,2024-01-19
spotify:track:14nturKxV48wR3lbknehiu,medium_term,12,2024-01-19
spotify:track:68gQG2HpRMxIRom4pCugMq,medium_term,13,2024-01-19
spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,medium_term,14,2024-01-19
spotify:track:0ijCESscFXtRc0dtDgu1Uv,medium_term,15,2024-01-19
spotify:track:1abAIeSQCbdPcxWgiwDOmL,medium_term,16,2024-01-19
spotify:track:396FqjKmViUZ92Wmm4rx3i,medium_term,17,2024-01-19
spotify:track:4zIPZxvYp32y6ifjm1E30O,medium_term,18,2024-01-19
spotify:track:1o844wI52S3TjXGBwvGcc7,medium_term,19,2024-01-19
spotify:track:0jUDrSASok8h2xUIWe4KOG,medium_term,20,2024-01-19
spotify:track:6c1QaQHdDhtFMfUkhueuXK,medium_term,21,2024-01-19
spotify:track:3F2BLyGt6zYLrHYpbdTw5L,medium_term,22,2024-01-19
spotify:track:3i7Z0CI7QIwnU4MVL0XJB9,medium_term,23,2024-01-19
spotify:track:6P3CtlzTKLxcNYGOS3es8m,medium_term,24,2024-01-19
spotify:track:2uJEnyojuGg31VVlLTQFpp,medium_term,25,2024-01-19
spotify:track:3QSjVPObHxuAJc3E5nrjRn,medium_term,26,2024-01-19
spotify:track:4Pp6Ql9wV7A6VqHrmjMFv4,medium_term,27,2024-01-19
spotify:track:4lQsB3ERTWSNaAN1IkuNRl,medium_term,28,2024-01-19
spotify:track:3dbLT62Cvs46Ju7a8gpr36,medium_term,29,2024-01-19
spotify:track:4loUHO28CuvSbEiZXId1BD,medium_term,30,2024-01-19
spotify:track:5fpyAakgFOm4YTXkgfPzvV,medium_term,31,2024-01-19
spotify:track:5BCPIye83pj24VjCzQuL5F,medium_term,32,2024-01-19
spotify:track:2gyCwrOcC6JBoaJ8JGJ7T8,medium_term,33,2024-01-19
spotify:track:51vRumtqbkNW9wrKfESwfu,medium_term,34,2024-01-19
spotify:track:3uI6jqO0fFBoFryc8SJOXw,medium_term,35,2024-01-19
spotify:track:4xjVP2Vogo0C72o6Nevq0W,medium_term,36,2024-01-19
spotify:track:6koMMQlsRWBwHZXdtWxgUk,medium_term,37,2024-01-19
spotify:track:3OQWohbPUsvbXaH1AiRazX,medium_term,38,2024-01-19
spotify:track:6A1dCPrUYhg56ukp4zlEUw,medium_term,39,2024-01-19
spotify:track:1IgRQvTqj7BKjNWRzjFEE0,medium_term,40,2024-01-19
spotify:track:0jd4aa9XgV5eom0ez0WBrD,medium_term,41,2024-01-19
spotify:track:4g6ZT8vgKNq4iyEbezr3yI,medium_term,42,2024-01-19
spotify:track:58ItBuVuKc03DvqSeZFnH1,medium_term,43,2024-01-19
spotify:track:5nTemr4PG8L9jQoqxsZu6w,medium_term,44,2024-01-19
spotify:track:14jjsKr5HwNhZ18MJR5hYn,medium_term,45,2024-01-19
spotify:track:0jFHMDRXxKaREor3hBEEST,medium_term,46,2024-01-19
spotify:track:6GG73Jik4jUlQCkKg9JuGO,medium_term,47,2024-01-19
spotify:track:7uyeEbG6hyApgXuEypGcsZ,medium_term,48,2024-01-19
spotify:track:1HnJhU3MhAnRQzdkFm6xQr,medium_term,49,2024-01-19
spotify:track:1MsWVb6YW3AknP1EAZaKOQ,medium_term,50,2024-01-19
spotify:track:3uI6jqO0fFBoFryc8SJOXw,short_term,1,2024-01-19
spotify:track:1mdtLny0zugh89vokWGG80,short_term,2,2024-01-19
spotify:track:45lXSvtDt6uKiGZIXB4LLF,short_term,3,2024-01-19
spotify:track:6zZWoHlF2zNSLUNLvx4GUl,short_term,4,2024-01-19
spotify:track:1ry2mTVmAJHbNLzl5qww5v,short_term,5,2024-01-19
spotify:track:3QiAAp20rPC3dcAtKtMaqQ,short_term,6,2024-01-19
spotify:track:70t7Q6AYG6ZgTYmJWcnkUM,short_term,7,2024-01-19
spotify:track:71IScwIe7bcIlpnlkbKVQw,short_term,8,2024-01-19
spotify:track:73SpzrcaHk0RQPFP73vqVR,short_term,9,2024-01-19
spotify:track:70efTlnBNM8BvfhfPiqOBN,short_term,10,2024-01-19
spotify:track:0vVjP9MvzcaGdy2gKgbGcb,short_term,11,2024-01-19
spotify:track:2HQALWSN6IF4BYrSADMJ0w,short_term,12,2024-01-19
spotify:track:2YmfV4lAjrAQvuggKCUX6m,short_term,13,2024-01-19
spotify:track:7uyeEbG6hyApgXuEypGcsZ,short_term,14,2024-01-19
spotify:track:0pHylQR53epYtRcVIhUSCh,short_term,15,2024-01-19
spotify:track:4P5ozkI1bxiGxA5rZ27jlO,short_term,16,2024-01-19
spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,short_term,17,2024-01-19
spotify:track:4loUHO28CuvSbEiZXId1BD,short_term,18,2024-01-19
spotify:track:03MTY1omA35sy8rWJEtGcq,short_term,19,2024-01-19
spotify:track:4Pp6Ql9wV7A6VqHrmjMFv4,short_term,20,2024-01-19
spotify:track:5nTemr4PG8L9jQoqxsZu6w,short_term,21,2024-01-19
spotify:track:7us3VPvRjtjuMEexfyRsMC,short_term,22,2024-01-19
spotify:track:1y8tPIOh9kR3eQE6TeBCwe,short_term,23,2024-01-19
spotify:track:2cZtazNq0IRRFymK7UaRa0,short_term,24,2024-01-19
spotify:track:3VBj0lzjmhTzVFPEDOjNCG,short_term,25,2024-01-19
spotify:track:0jUDrSASok8h2xUIWe4KOG,short_term,26,2024-01-19
spotify:track:6qimUEOwCJJrFFKkfi1cCt,short_term,27,2024-01-19
spotify:track:74X2u8JMVooG2QbjRxXwR8,short_term,28,2024-01-19
spotify:track:1pvBm1ydKLXorYDdlIAeuj,short_term,29,2024-01-19
spotify:track:2DmRXiyn03tOqKgEJXlaiJ,short_term,30,2024-01-19
spotify:track:2KslE17cAJNHTsI2MI0jb2,short_term,31,2024-01-19
spotify:track:5TIwTvdD7OpJBt0tqIWLH3,short_term,32,2024-01-19
spotify:track:7bwSMCwF2C4cK2W97H6oCA,short_term,33,2024-01-19
spotify:track:0g6LJdn1CGodzl5zDB2IHi,short_term,34,2024-01-19
spotify:track:0ijCESscFXtRc0dtDgu1Uv,short_term,35,2024-01-19
spotify:track:1N1ZpYUJc9fwrqk53FGgWv,short_term,36,2024-01-19
spotify:track:1q97NRLZfQlXYvZJAQ7tln,short_term,37,2024-01-19
spotify:track:1qosh64U6CR5ki1g1Rf2dZ,short_term,38,2024-01-19
spotify:track:253vMOP9LPVdYNgOqwAhAi,short_term,39,2024-01-19
spotify:track:25leEEaz1gIpp7o21Fqyjo,short_term,40,2024-01-19
spotify:track:296nXCOv97WJNRWzIBQnoj,short_term,41,2024-01-19
spotify:track:2UIXAxLWIPM6ALPGCeeXfH,short_term,42,2024-01-19
spotify:track:33tYdpRKfx5HJR06Vu4P9Y,short_term,43,2024-01-19
spotify:track:3Wrjm47oTz2sjIgck11l5e,short_term,44,2024-01-19
spotify:track:4PS1e8f2LvuTFgUs1Cn3ON,short_term,45,2024-01-19
spotify:track:4j3M8NrbGSXdMPwEVsnfHE,short_term,46,2024-01-19
spotify:track:4z8sz6E4YyFuEkv5o7IJni,short_term,47,2024-01-19
spotify:track:5K7s4e0uakvrNmBxclGhDZ,short_term,48,2024-01-19
spotify:track:5VRjJvpk6xL9cxkkWhfWkY,short_term,49,2024-01-19
spotify:track:5c1EubDxHdulbausF5CpX5,short_term,50,2024-01-19
spotify:track:24nK8tW7Pt3Inh2utttuoG,long_term,1,2024-01-16
spotify:track:3dbLT62Cvs46Ju7a8gpr36,long_term,2,2024-01-16
spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,long_term,3,2024-01-16
spotify:track:6hvczQ05jc1yGlp9zhb95V,long_term,4,2024-01-16
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,long_term,5,2024-01-16
